Image URL,Description,Country,Weather,Time of Day,Season,Activity,Mood/Emotion
https://upload.wikimedia.org/wikipedia/commons/3/3d/Oia_Santorini_%281335757985%29.jpg,"Whitewashed buildings and blue accents in Oia, Santorini / I've always wanted to see the iconic Cycladic architecture and bright Aegean colors in person.",Greece,Sunny,Afternoon,Summer,Sightseeing,Happiness
https://images.pexels.com/photos/532826/pexels-photo-532826.jpeg,"Wide view of the Eiffel Tower under a clear blue sky with Paris greenery and cityscape / chosen because it's an iconic landmark I want to see in person.",France,Sunny,Afternoon,Summer,Sightseeing,Romance
https://images.pexels.com/photos/1108807/pexels-photo-1108807.jpeg,"Swiss countryside with a farmhouse and small chapel on a green meadow of yellow wildflowers, with forests and mountains/ chosen for its peaceful, scenic vibe.",Switzerland,Cloudy,Morning,Summer,Relaxing,Happiness
https://images.pexels.com/photos/3408354/pexels-photo-3408354.jpeg,"Red multi-tier pagoda overlooking a city with snow-capped Mount Fuji in the background/ chosen for the mix of Japanese culture and epic nature.",Japan,Cloudy,Afternoon,Winter,Sightseeing,Adventure
https://upload.wikimedia.org/wikipedia/commons/2/28/New_York_City_at_night-0.jpg,"New York City skyline at night/ I'd love to experience the energy of the city, lights, and famous landmarks.",United States,Not Clear,Evening,Not Clear,Sightseeing,Excitement
https://images.pexels.com/photos/9315970/pexels-photo-9315970.jpeg,"Wide daytime view of the Dome of the Rock with its golden dome and intricate blue tilework under a deep blue sky/ chosen because it represents my heritage and makes me feel nostalgic, especially since we are not allowed to go there.",Palestine,Sunny,Afternoon,Not Clear,Sightseeing,Nostalgia
https://upload.wikimedia.org/wikipedia/commons/b/b9/Petra_Treasury.jpg,"Petra's Treasury carved into sandstone/ I'd love to explore the ancient city and its dramatic rock-cut architecture.",Jordan,Sunny,Afternoon,Summer,Sightseeing,Curiosity
https://upload.wikimedia.org/wikipedia/commons/4/43/Peru_Machu_Picchu_Sunrise.jpg,"Machu Picchu at sunrise with misty mountains/ this place feels legendary and I want to hike and see the ruins above the clouds.",Peru,Cloudy,Morning,Not Clear,Hiking,Adventure
https://images.pexels.com/photos/2767815/pexels-photo-2767815.jpeg,"A sunny coastal marina packed with boats and yachts beside a green cliffside town, overlooking a calm deep-blue sea/ chosen because I'd love to explore a lively Mediterranean-style harbor and relax by the water.",Turkey,Sunny,Afternoon,Summer,Sightseeing,Happiness
https://i.pinimg.com/1200x/d2/30/c5/d230c59bf557d259ae625e1bce55942f.jpg,"Saint Basil's Cathedral in Moscow at night during snowfall, glowing under city lights/ chosen because the winter atmosphere looks magical and I want to experience Red Square in the snow.",Russia,Snowy,Evening,Winter,Sightseeing,Excitement
