Image URL,Description,Country,Weather,Time of Day,Season,Activity,Mood/Emotion
https://www.visitportdouglasdaintree.com/images/_1200x630_crop_center-center_82_none/cape-tribulation.jpeg?mtime=1605594932,White-sand tropical beach bordered by rainforest and the Great Barrier Reef.,Australia,Sunny,evening,Summer,Relaxing,Happiness
https://www.globalnationalparks.com/wp-content/uploads/national-park-grand-canyon.jpg,Dramatic canyon view with a winding river and glowing cliffs.,United States,Sunny,Morning,Summer,Sightseeing,Adventure
https://images.unsplash.com/photo-1552832230-c0197dd311b5?fm=jpg&q=60&w=3000&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxzZWFyY2h8Mnx8cm9tZSUyMGl0YWx5fGVufDB8fDB8fHww,Classic Roman rooftops and domes.,Italy,Sunny,Afternoon,Summer,Sightseeing,Curiosity
https://upload.wikimedia.org/wikipedia/commons/b/bf/Golden_Gate_Bridge_as_seen_from_Battery_East.jpg,Sunrise view of the Golden Gate Bridge.,United States,Sunny,evening,Spring,Sightseeing,Nostalgia
https://statics.vinpearl.com/ha-long-bay-in-vietnam-2_1648434936.jpg,Ha Long Bay cliffs and calm water during sunset.,Vietnam,Sunny,Morning,Fall,Boat Tour,Romance
https://cdn.britannica.com/00/188300-050-972ACBFB/Dolomites-Italian-Alps.jpg,Green alpine fields and Dolomites mountains.,Italy,Sunny,Morning,Summer,Hiking,Happiness
,,,,,,,
https://asiatravellinks.com/images/attractions/sunset-cruise-halong-bay-anchored-ship.jpg,Golden sunset over Ha Long Bay cliffs.,Vietnam,Sunny,Evening,Summer,Sightseeing,Melancholy
https://media.cnn.com/api/v1/images/stellar/prod/220707113925-17-maldives-best-overwater-villas-velaa.jpg?c=original,Overwater villas and crystal-clear lagoon.,Maldives,Sunny,Morning,Summer,Swimming,Happiness
https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy0OUNG9nJdKY95Xux1V3Ilmp0MFoOcAlU12vXJJbUmsS2tHehM-zCULJRtR4nf1QEjM9m-meQStb0stD23Om1Ho0GDLiIRG2ZKPIaD5m5Q1ZH95L3Bnq3Xb5lRi4hR2Yt9sZ1_rsz6VLs=s680-w680-h510-rw,Aerial view of Masjid al-Haram and Kaaba.,Saudi Arabia,windy,Evening,Not Clear,Religious Worship,Nostalgia
https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/b5/22/dc/on-a-perfect-blue-sky.jpg?w=1200&h=-1&s=1,Dome of the Rock under clear blue sky.,Palestine,Sunny,Morning,Not Clear,Sightseeing,Curiosity
