Image URL,Description,Country,Weather,Time of Day,Season,Activity,Mood/Emotion
https://stockcake.com/i/eiffel-tower-evening_1268757_146279,Eiffel Tower glowing at dusk with city lights. Iconic Paris view with romantic evening vibes.,France,Not Clear,Evening,Spring,Sightseeing,Romance
https://unsplash.com/photos/machu-picchu-peru-bDaqeARFTkA,"The ancient terraces and mountains of Machu Picchu. Iconic Incan site showcasing history, architecture, and breathtaking natural scenery.",Peru,Sunny,Morning,Spring,Hiking,Curiosity
https://stockcake.com/i/santorini-coastal-view_653037_109968,Colorful white-and-blue houses on the cliffs above the sea in Santorini. Famous for its stunning architecture and panoramic ocean views.,Greece,Sunny,Afternoon,Summer,Relaxing,Romance
https://unsplash.com/photos/colorful-buildings-line-a-canal-with-reflections-c01ErvKr8O8,Colorful buildings lining the canals of Venice. Venice’s canals and architecture create a picturesque and unique cityscape.,Italy,Sunny,Afternoon,Spring,Gondola Riding,Excitement
https://stockcake.com/i/tropical-resort-paradise_264018_52193,"Overwater bungalows and turquoise water in Bora Bora. Iconic tropical destination known for luxury, relaxation, and stunning natural beauty.",French Polynesia,Sunny,Afternoon,Summer,Relaxing,Happiness
https://stockcake.com/i/frozen-mountain-majesty_911128_984051,Snowy mountains and frozen lake in Banff National Park. Banff offers breathtaking alpine scenery and a serene winter landscape.,Canada,Snowy,Afternoon,Winter,Ice Skating,Adventure
https://unsplash.com/photos/photo-of-pack-of-wolf-pulling-sled-R4MWttqQAuM,Mushers guide a team of dogs racing through snowy forests and open trails. Michigan offers scenic winter landscapes perfect for an exciting dog-sled experience.,USA,Snowy,Morning,Winter,Exploring,Excitement
https://stockcake.com/i/autumn-cobblestone-street_1178759_1104307,"A quiet cobblestone street lined with orange fall trees during a light rain. Evokes a peaceful, cozy atmosphere perfect for reflective walks.",Germany,Rainy,Afternoon,Fall,Walking,Nostalgia
https://stockcake.com/i/misty-autumn-path_266316_52763,"A serene and mystical autumn path blanketed with fallen leaves, ensconced in a tranquil, foggy forest. Creates a peaceful, magical atmosphere perfect for reflection and nature immersion.",Japan,Cloudy,Morning,Fall,Walking,Adventure
https://unsplash.com/photos/silhouette-of-trees-near-aurora-borealis-at-night-62V7ntlKgL8,Vibrant Northern Lights dance above a snowy forest with dark tree silhouettes. Captures the breathtaking natural phenomenon of the aurora in a serene winter setting.,Norway,Not Clear,Evening,Winter,Stargazing,Excitement
