Image URL,Description,Country,Weather,Time of Day,Season,Activity,Mood/Emotion
https://images.pexels.com/photos/4346403/pexels-photo-4346403.jpeg,"The holiest place in Islam, chosen because it feels peaceful and meaningful to visit",Saudi Arabia,Sunny,Afternoon,Summer,Pilgrimage,Spirituality
https://images.pexels.com/photos/34987524/pexels-photo-34987524.jpeg,"The second holiest place in Islam, chosen for its strong spiritual atmosphere and importance",Saudi Arabia,Sunny,Afternoon,Summer,Worship,Happiness
https://images.pexels.com/photos/16733045/pexels-photo-16733045.jpeg,"A famous Islamic landmark with a golden dome, chosen for its deep history and religious value.",Palestine,Rainy,Evening,Winter,Worship,Curiosity
https://images.pexels.com/photos/2453074/pexels-photo-2453074.jpeg,"A major Islamic site mentioned in the Quran and Sunnah, chosen because of its great significance.",Palestine,Sunny,Morning,Spring,Worship,Nostalgia
https://images.pexels.com/photos/34136122/pexels-photo-34136122.jpeg,"A beautiful example of Islamic Andalusian architecture, chosen for its rich history and stunning design.",Spain,Clear,Afternoon,Spring,Cultural Visit,Curiosity
https://images.pexels.com/photos/1684166/pexels-photo-1684166.jpeg,"A natural place with mountains and lakes, chosen because it feels calm and refreshing.",Chile,Cloudy,Afternoon,Summer,Hiking,Adventure
https://images.pexels.com/photos/16241865/pexels-photo-16241865.jpeg,"A powerful and huge waterfall, chosen because I read many exciting stories about it",Zambia,Cloudy,Evening,Spring,Sightseeing,Excitement
https://images.pexels.com/photos/17815287/pexels-photo-17815287.jpeg,"A peaceful mountain area with green valleys, chosen because it gives a relaxing feeling.",Italy,Cloudy,Afternoon,Spring,Sightseeing,Adventure
https://images.pexels.com/photos/17725725/pexels-photo-17725725.jpeg,"A clear night sky full of stars, chosen because it creates a calm and peaceful mood",India,Clear,Evening,Not Clear,Relaxing,Romance
https://images.pexels.com/photos/34454411/pexels-photo-34454411.jpeg,"A beutiful city with very great people living it, this image is before the genocide had been commited by the israeli occupation.",Palestine,Cloudt,Evening,Winter,Sightseeing,Curiosity
