Image URL,Description,Country,Weather,Time of Day,Season,Activity,Mood/Emotion
https://images.pexels.com/photos/27348423/pexels-photo-27348423.jpeg,"Camp Nou stadium in Barcelona, a worldâ€‘famous football arena known for its electric atmosphere. I chose it because it represents passion, sports, and a dream visit for any football fan.",Spain,Sunny,Afternoon,Summer,Sightseeing,Excitement
https://images.pexels.com/photos/12729169/pexels-photo-12729169.jpeg,"Times Square in New York City, full of bright lights, huge billboards, and nonstop energy. I chose it because it's one of the most iconic places in the world.",USA,Clear,Night,fall,Walking / City Exploring,Curiosity
https://images.pexels.com/photos/34958244/pexels-photo-34958244.jpeg,"A scenic view of the Lofoten Islands with dramatic mountains, colorful fishing villages, and pure Arctic beauty. I chose it because it feels peaceful and unreal.",Norway,Sunny,Afternoon,Summer,Sightseeing,Adventure
https://images.pexels.com/photos/31891237/pexels-photo-31891237.jpeg,Moraine Lake with its turquoise waters surrounded by high peaks in the Canadian Rockies. I chose it because its one of the most breathtaking lakes on Earth.,Canada,Clear,Evening,Summer,Relaxing / Viewing Nature,Happiness
https://images.pexels.com/photos/12736969/pexels-photo-12736969.jpeg,"The Lapland region, known for snowy forests, reindeer, and magical winter landscapes. I chose it because its perfect for northern lights and cozy winter vibes.",Finland,Clear,Night,Winter,Snow Activities / Exploring,Nostalgia
https://images.pexels.com/photos/34885502/pexels-photo-34885502.jpeg,"Hitachi Seaside Park covered with flowers, especially the blue nemophila fields. I chose it because it looks dreamy and peaceful.",Japan,Sunny,Afternoon,fall,Walking / Photography,Romance
https://images.pexels.com/photos/14732200/pexels-photo-14732200.jpeg,Mendenhall Ice Caves with their glowing blue ice tunnels. I chose it because the frozen crystal-like caves look unreal and adventurous.,USA,Clear,Night,Winter,Hiking / Exploring,Adventure
https://images.pexels.com/photos/11565073/pexels-photo-11565073.jpeg,"Dome of the Rock in Jerusalem, an iconic golden-domed shrine located in Al-Aqsa Mosque compound. I chose it because it represents deep spiritual meaning and timeless Islamic architecture.",Palestine,Sunny,Afternoon,Summer,Sightseeing,Nostalgia
https://images.pexels.com/photos/34981831/pexels-photo-34981831.jpeg,"Al-Masjid Al-Haram in Makkah, the holiest mosque in Islam surrounding the Kaaba. I chose it because it’s a dream spiritual destination for every Muslim.",Saudi Arabia,Sunny,Afternoon,Summer,Worship,Peace
https://images.pexels.com/photos/2779863/pexels-photo-2779863.jpeg,"Lake Thun surrounded by mountains and peaceful Swiss villages. I chose it because the scenery is calm, fresh, and beautiful.",Switzerland,Sunny,Afternoon,fall,Relaxing,Peace
