Image URL,Description,Country,Weather,Time of Day,Season,Activity,Mood/Emotion
https://www.qantas.com/content/dam/travelinsider/images/trending/eiffel-tower-park/eiffel-one.jpg,"Eiffel Tower in Paris, an iconic symbol of romance and French culture. I've always dreamed of seeing it lit up at night.",France,Sunny,Afternoon,Summer,Sightseeing,Romance
https://wallup.net/wp-content/uploads/2018/09/25/596155-Mount_Fuji-Japan-landscape.jpg,"Mount Fuji viewed from Lake Kawaguchi, a serene and spiritual symbol of Japan.",Japan,Sunny,Morning,Spring,Sightseeing,Curiosity
https://cdn.outrank.so/64a3d97a-e53a-4b2c-aa31-14ff29f7248e/f1ace59c-1360-4727-a680-cefab2d8bc07/machu-picchu-luxury-tours-mountain-lodge.jpg,"Machu Picchu, Peru – a mystical Incan city high in the Andes mountains, inspiring awe and adventure.",Peru,Cloudy,Afternoon,Fall,Hiking,Adventure
https://content.paulreiffer.com/wp-content/uploads/2014/12/Stone-And-Steel-New-York-City-Brooklyn-Bridge-Freedom-Tower-One-World-Trade-Center-Financial-District-FiDi-Manhattan-Long-Exposure-Night-Sunset-Lights-Cityscape-Paul-Reiffer-Photographer@2x.jpg, New York City skyline – the vibrant energy of the city that never sleeps.,USA,Cloudy,Evening,Winter,Sightseeing,Excitement
https://www.girlabouttheglobe.com/wp-content/uploads/2021/09/Santorini-scaled.jpg,"Santorini, Greece – the stunning white buildings with blue domes over the Aegean Sea evoke peace and love.",Greece,Sunny,Evening,Summer,Relaxing,Romance
https://static.vecteezy.com/system/resources/thumbnails/013/512/617/original/beautiful-northern-lights-animation-green-lights-aurora-borealis-in-norway-canada-finland-iceland-and-sweden-polar-weather-and-blue-starry-sky-on-a-cold-night-fantastic-motion-background-in-4k-video.jpg, Northern Lights in Iceland – an awe-inspiring natural phenomenon I’ve always wanted to witness.,Iceland,Not Clear,Evening,Winter,Sightseeing,Curiosity
https://cdn.getyourguide.com/img/location/54579533dad83.jpeg/88.jpg,"Cappadocia, Turkey – floating in a hot air balloon over fairy chimneys looks magical.",Turkey,Sunny,Morning,Fall,Sightseeing,Adventure
https://cdn1.matadornetwork.com/blogs/1/2023/06/Monastery-Petra-Jordan.jpg,"Petra, Jordan – the rose-red ancient city carved into rock, full of history and mystery.",Jordan,Sunny,Afternoon,Spring,Sightseeing,Nostalgia
https://cdn.shortpixel.ai/spai/q_lossy+ret_img+to_webp/https://funworldfacts.com/wp-content/uploads/2023/06/victoria-falls-gorge.jpg, Victoria Falls on the border of Zimbabwe and Zambia – one of the largest and most powerful waterfalls on Earth.,Zimbabwe/Zambia,Rainy,Afternoon,Summer,Sightseeing,Excitement
https://i.natgeofe.com/n/8e44ef91-8f39-4a7b-90ac-0f1b63ba60e1/00000164-136c-ddfb-ab76-776fde2d0000.jpg,"Great Barrier Reef, Australia – a vibrant underwater world teeming with marine life.",Australia,Sunny,Morning,Spring,Diving,Happiness
