Image URL,Description,Country,Weather,Time of Day,Season,Activity,Mood/Emotion
https://share.google/images/hi2UmXGji5RBS00aW,"Santiago Bernabeu Stadium, home of Real Madrid in Madrid, full of fans watching a football match.",Spain,Sunny,Evening,Fall,Watching a football match,Excitement
https://share.google/images/KzzCljnXajwEZks2T,The Eiffel Tower in Paris with people walking and relaxing in the park around it.,France,Sunny,Afternoon,Spring,Sightseeing,Romance
https://share.google/images/YRJrRVqrFqpceqqDG,"The Dome of the Rock with its golden dome shining over the old city of Jerusalem, a famous religious and historical site.",Jerusalem,Sunny,Afternoon,Spring,Sightseeing,Curiosity
https://share.google/images/QMtP3nrpdZDZ9qJLK,"Green rice terraces and tropical trees in Indonesia, with soft sunlight over the hills.",Indonesia,Sunny,Morning,Summer,Hiking and exploring nature,Happiness
https://share.google/images/dGZ7KvmV7zVHUeKRq,Mountain scenery in Georgia with high peaks and a small village or church in the valley below.,Georgia,Snowy,Morning,Winter,Hiking in the mountains,Adventure
https://share.google/images/xTKvj8zDVh8SZstRU,Dubai skyline with tall modern towers like Burj Khalifa and bright city lights in the distance.,United Arab Emirates,Not Clear,Evening,Winter,City sightseeing,Happiness
https://share.google/images/Qyl7VMwii3Z9UY16a,"A calm lake and high mountains in Canada, with forests and clear reflections in the water.",Canada,Sunny,Afternoon,Fall,Hiking and enjoying nature,Adventure
https://share.google/images/a5tldWcAG1WWjW60m,Snowy Swiss Alps with high peaks and maybe a ski resort or village below.,Switzerland,Sunny,Morning,Winter,Skiing or mountain hiking,Excitement
https://share.google/images/3euae9JD9S2Elub6J,"Sand dunes and desert landscape in Algeria, with warm light over the golden sand.",Algeria,Sunny,Afternoon,Summer,Exploring the desert,Curiosity
https://share.google/images/7YztmUohtvYck0Gze,"A colorful street or old town in Morocco, with traditional buildings and people walking or shopping.",Morocco,Sunny,Afternoon,Spring,Sightseeing and shopping,Happiness
