Image URL,Description,Country,Weather,Time of Day,Season,Activity,Mood/Emotion
https://www.ricksteves.com/watch-read-listen/read/articles/the-cow-culture-of-switzerlands-berner-oberland,"Swiss cows grazing in the Berner Oberland Alps, chosen for its peaceful nature and classic Swiss scenery.",Switzerland,Sunny,Afternoon,Summer,Viewing nature / countryside,Relaxing
https://www.reuters.com/resizer/v2/AHF2FYISNJO55J6N35YJBZ2JYY.jpg?auth=b82b714859942866f732a9488a05c857ebfcc5347f4c912f0725e9e890418cd9&height=1005&quality=80&smart=true&width=1920,"Eiffel Tower in Paris at sunset, chosen because it's an iconic landmark and dream destination for many travelers.",France,Sunny,Evening,Summer,Sightseeing,Romance
https://cbx-prod.b-cdn.net/COLOURBOX11090849.jpg?height=800&quality=70&width=800,"Amsterdam canals with bicycles and Dutch houses, chosen for its beautiful city architecture and peaceful waterways.",Netherlands,Sunny,Afternoon,Spring,Walking / city exploring,Happiness
https://w0.peakpx.com/wallpaper/254/923/HD-wallpaper-old-town-square-sunset-plaza-de-la-ciudad-vieja-skyline-prague-czech-republic-europe.jpg,"Old Town Square in Prague at sunset, chosen for its magical medieval atmosphere and golden skyline.",Czech Republic,Sunny,Evening,Fall,Sightseeing,Nostalgia
"https://www.fascinatingspain.com/asset/thumbnail,1280,720,center,center/media/fascinatingspain/images/2020/06/10/20200610092027293109.jpg","Alhambra in Granada, a historic Islamic palace chosen for its architecture and cultural importance.",Spain,Sunny,Afternoon,Summer,Cultural tourism,Curiosity
https://www.thetraveler.bg/wp-content/uploads/2024/04/Nad-Como-1.4.jpg,"Lake Como overlooking the mountains, chosen for its peaceful water views and charming villages.",Italy,Sunny,Afternoon,Summer,Relaxing / sightseeing,Relaxation
https://finduslost.com/wp-content/uploads/2020/03/Winter-Hallstatt-Austria-FindUsLost-1060390.jpg,"Hallstatt village covered in snow, chosen for its fairy-tale beauty and winter charm.",Austria,Snowy,Morning,Winter,Walking / village exploring,Nostalgia
https://watermark.lovepik.com/photo/20211124/large/lovepik-lakeside-town-interlaken-switzerland-picture_500898899.jpg,"Interlaken with mountains and lakes, chosen for its adventure atmosphere and natural beauty.",Switzerland,Sunny,Afternoon,Summer,Hiking / sightseeing,Adventure
https://us.images.westend61.de/0001372861pw/spain-madrid-aerial-view-of-santiago-bernabeu-stadium-DAMF00446.jpg,"Aerial view of Santiago Bernabéu Stadium in Madrid, chosen for its importance in football culture.",Spain,Sunny,Afternoon,Spring,Sports / stadium visit,Excitement
https://commons.wikimedia.org/wiki/File:Uzung%C3%B6l_lake_and_town.jpg,"Uzungöl Lake in Turkey surrounded by mountains and village homes, chosen for its peaceful natural scenery.",Turkey,Cloudy,Morning,Fall,Relaxing / nature visiting,Calmness
