Image URL,Description,Country,Weather,Time of Day,Season,Activity,Mood/Emotion
"https://res.cloudinary.com/aenetworks/image/upload/c_fill,ar_2,w_3840,h_1920,g_auto/dpr_auto/f_auto/q_auto:eco/v1/gettyimages-1390815938",Top view of Tokyo city showing modern and beautiful buildings with Fuji mountain.,Japan,Not Clear,Evening,Not Clear,Sightseeing,Excitement
https://images.pexels.com/photos/402028/pexels-photo-402028.jpeg,View of a temple in top of Kyoto city with beautiful trees.,Japan,Sunny,Morning,Fall,Sightseeing,Nostalgia
https://wallpapercat.com/w/full/8/0/3/1425001-3840x2160-desktop-4k-shanghai-skyline-background-image.jpg,Modern and beautiful buildings on a small island in Shanghai city.,China,Cloudy,Evening,Not clear,Sightseeing,Excitement
https://trovatrip.com/hubfs/Lucerne-Switzerland%20copy.jpg,The green nature of Lucerne city and the traditional buildings.,Switzerland,Sunny,Afternoon,Spring,Sightseeing,Nostalgia
https://cdn.adventure-life.com/13/45/61/iStock-467783637/1300x820.webp,Penguins climbing snowy mountain in Antarctica.,Antarctica,Snowy,Afternoon,Winter,Hiking,Adventure
https://www.lotuscarrental.is/media/1/jonatan-pie-evkbhbggauo-unsplash-1.jpg,Beautiful aurora above a snowy mountain in Iceland.,Iceland,Snowy,Evening,Winter,Relaxing,Adventure
https://media.nomadicmatt.com/2022/newnycguidemain.jpeg,Wide view of New York city showing the central park surrounded by so many buildings.,USA,Sunny,Morning,Summer,Sightseeing,Curiosity
https://www.aviontourism.com/images/1920-900-fix/c4bdbcc6-69bd-4385-bc3d-3fd8cc24569c,Beautiful view of the modern and famous buildings of Singapore with lakes and ocean.,Singapore,Sunny,Morning,Summer,Sightseeing,Happiness
https://lp-cms-production.imgix.net/features/2019/04/Moscow-Red-Square-9a8e66e06b49.jpg,View of the most famous building of Moscow city with snow.,Russia,Snowy,Afternoon,Winter,Sightseeing,Nostalgia
https://blog.onevasco.com/wp-content/uploads/Maldives-on-a-Budget.png,Beautiful of view of an island in the Maldives with many green trees and fresh blue water of the ocean with many huts.,Maldives,Sunny,Morning,Summer,Relaxing,Adventure
