Image URL,Description,Country,Weather,Time of Day,Season,Activity,Mood/Emotion
https://www.visitscotland.com/binaries/content/gallery/visitscotland/cms-images/2024/09/12/glasgow-skyline,"A warm evening skyline of Glasgow with historic towers and green landscapes glowing under golden light. I chose this image because it highlights the cities mix of culture, architecture, and peaceful nature.",United Kingdom (Scotland),Sunny,Afternoon,Summer,Sightseeing,Happiness
https://www.avisprestige.com/images/galleryImage/cropped/avis-article-image-new-1-2.jpeg,"A beautiful view of Edinburgh at dusk, highlighting the historic architecture, warm street lights, and iconic skyline. I chose this image because the city feels magical when the lights begin to glow over the old stone buildings.",United Kingdom (Scotland),Not Clear,Evening,Fall,Sightseeing,Nostalgia
https://i.pinimg.com/1200x/4b/02/79/4b0279258464bdf3037ffbbfde9de0ac.jpg,"A stunning view of the Alhambra overlooking Granada at golden hour, with warm sunlight  in the background. I chose this image because it captures the perfect blend of history, architecture, and natural beauty.",Spain,Sunny,Afternoon,Spring,Sightseeing,Curiosity
https://i.pinimg.com/1200x/3d/e6/b9/3de6b92e0133c36d2bfe8bcaa9a1cbc0.jpg,"A breathtaking view of Ibb's green mountains wrapped in mist, with terraced fields and scattered traditional homes. I chose this image because it shows the calm, peaceful nature of Yemen highlands and their unique beauty.",Yemen,Rainy,Morning,Winter,Hiking,Happiness
https://www.abouther.com/sites/default/files/2022/05/19/al_bahah_saudi_arabia_travel_destinations.jpg,"A striking view of Thee Ain, the ancient marble village in Al-Baha, surrounded by rugged mountains and dramatic clouds. I chose this image because the villages bright stone structures and natural landscape make it one of Saudi Arabia most beautiful heritage sites.",Saudi Arabia,Sunny,Morning,Not Clear,Sightseeing,Curiosity
https://a.travel-assets.com/findyours-php/viewfinder/images/res70/44000/44781-Chapel-Bridge-Kapellbrucke.jpg,"A serene view of Lucerne is iconic Chapel Bridge reflected on the calm lake, with the wooden tower and alpine backdrop creating . I chose this image because it captures the charm of Swiss lakeside towns and the warmth of traditional architecture.",Switzerland,Snowy,Afternoon,Winter,Relaxing,Excitement
https://www.insightvacations.com/wp-content/uploads/2023/06/jair-garciaferro-oKvTO3WdxKY-unsplash.jpg,"An elevated view of Machu Picchu nestled high in the Andes, with ancient stone terraces, and dramatic green valleys. I chose this image because it captures the mystery, history, and breathtaking nature of the Incan ruins.",Peru,Cloudy,Morning,Spring,Hiking,Adventure
https://images.pexels.com/photos/4341515/pexels-photo-4341515.jpeg?_gl=1*u4re4r*_ga*MTQ3OTc4MjI1OC4xNzY0ODg5MzQ5*_ga_8JE65Q40S6*czE3NjQ4ODkzNDkkbzEkZzAkdDE3NjQ4ODkzNDkkajYwJGwwJGgw,A stunning view of the Hungarian Parliament Building glowing over the Danube River. I chose this image because it captures the elegance and grandeur of Budapest during sunset.,Hungary,Not Clear,Evening,Not Clear,Sightseeing,Romance
https://static1.evcdn.net/images/reduction/873426_w-3840_h-2400_q-70_m-crop.jpg,"A vibrant night view of Tokyo's skyline, with glowing neon lights, modern skyscrapers, and the iconic Tokyo Tower rising above the city. I chose this image because it captures the energetic, futuristic atmosphere that makes Tokyo unique.",Japan,Cloudy,Afternoon,Winter,Sightseeing,Excitement
https://televisionofnomads.com///wp-content/uploads/2017/04/things-to-do-in-jeju-island-korea-spring-1-of-1.jpg,"A bright spring view of Jeju Island, with blooming yellow canola flowers surrounding the walking path and the deep blue sea in the background. I chose this image because it shows Jeju's peaceful nature and its famous spring landscapes.",South Korea,Sunny,Morning,Spring,Relaxing,Happiness
