Image URL,Description,Country,Weather,Time of Day,Season,Activity,Mood
https://upload.wikimedia.org/wikipedia/commons/7/77/Vrelo_Bosne_Park_in_Sarajevo.JPG,A calm green park with trees and flowing water. I think It's giving othmans vibes,Bosnia and Herzegovina,Sunny,Afternoon,Spring,Sightseeing,Happiness
http://www.saint-petersburg.com/images/rivers-and-canals/griboedov-canal/the-griboedov-canal-in-st-petersburg.jpg,A quiet canal surrounded by classical buildings.giving dostoevsky raskolnikov vibes.,Russia,Cloudy,Afternoon,Fall,Sightseeing,Nostalgia
https://rockwellkitchen.net/cdn/shop/articles/best-places-sunset-malibu.jpg?v=1612227967,A warm Malibu sunset over the coast. A real place to relif.,USA,Sunny,Evening,Summer,Relaxing,Romance
https://media.istockphoto.com/id/1443521713/photo/chelsea-football-club-stamford-bridge-illuminated-at-dusk-aerial-view.jpg?s=612x612&w=0&k=20&c=5exZCE5_S3jQyahBAc4sLmmGiXpDeJs7ZYeOdwYXm8A=,Stamford Bridge stadium lit up at dusk. What a chelsea fans ever dreamed.,United Kingdom,Cloudy,Evening,Fall,Sightseeing,Excitement
https://www.tripsavvy.com/thmb/W9eVY3QnJqZ0Kyf4wOIbKZRO3HU=/750x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/CologneCathedral3-1489e8cf1ce94daaa05cfc585fedbeb1.jpg,The Cologne Cathedral with dramatic sky. I really like its architecture.,Germany,Cloudy,Afternoon,Spring,Sightseeing,Curiosity
https://pinayhakawati.com/wp-content/uploads/2024/12/Sunken-Forest-of-Kaindy-Lake.jpg,A mystical lake with submerged trees. Kinda odd.,Kazakhstan,Sunny,Morning,Summer,Hiking,Adventure
https://cdn.mos.cms.futurecdn.net/BiNbcY5fXy9Lra47jqHKGK-650-80.jpg.webp,A turquoise mountain lake with snowy peaks. Feels like alone with the nature.,Italy,Sunny,Afternoon,Summer,Sightseeing,Excitement
https://as2.ftcdn.net/v2/jpg/01/71/50/13/1000_F_171501370_b2W8TUGgbqFFOQ1SzI1Pn8qQ8qL5MEUo.jpg,A calm lake surrounded by mountains and pine forests. I chose it because it looks peaceful and scenic.,Switzerland,Sunny,Afternoon,Spring,Relaxing,Happiness
https://www.japan-guide.com/g18/740/6933_01.jpg,A path covered with bright red torii gates. I chose it because it feels cultural and iconic.,Japan,Sunny,Morning,Spring,Sightseeing,Curiosity
https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Aerial_view_of_the_Canadian_Falls_%28Horseshoe_Falls%29_and_the_Hornblower_Niagara_Cruises_boat%3B_Niagara_Falls.JPG/960px-Aerial_view_of_the_Canadian_Falls_%28Horseshoe_Falls%29_and_the_Hornblower_Niagara_Cruises_boat%3B_Niagara_Falls.JPG,Aerial view of Niagara Falls with mist rising and a boat below. I chose it because it's a powerful natural wonder.,Canada,Sunny,Afternoon,Summer,Sightseeing,Excitement
