Image URL,Description,Country,Weather,Time of Day,Season,Activity,Mood/Emotion
https://photos.travellerspoint.com/577025/large_order_12.JPG,Temple complex surrounded by lush tropical greenery; spiritual atmosphere in an Indonesian setting.,Indonesia,Not Clear,Not Clear,Not Clear,Sightseeing,Curiosity
https://photos.travellerspoint.com/937256/large_BHU_2026.jpg,Mountain valley in Paro with steep slopes and distant peaks; tranquil Himalayan scenery.,Bhutan,Not Clear,Not Clear,Not Clear,Sightseeing,Adventure
https://photos.travellerspoint.com/1198219/large_20250706_195533.jpg,Coastal town with white buildings above the sea; classic Aegean-style setting in Greece.,Greece,Sunny,Evening,Summer,Relaxing,Romance
https://www.worldisbeautiful.eu/up_files/2295_Tajemnicza-zatoka.jpg,Calm lake bay in Masuria framed by dense forest; quiet water and green shoreline.,Poland,Not Clear,Not Clear,Summer,Relaxing,Nostalgia
https://www.worldisbeautiful.eu/up_files/3245_Gdzie-lezy-Andora.jpg,Mountain valley with rugged peaks and green slopes in Andorra; highland landscape.,Andorra,Sunny,Afternoon,Summer,Hiking,Adventure
https://www.worldisbeautiful.eu/up_files/327_01-Fataga-Gran-Canaria.jpg,Arid valley near Fataga in Gran Canaria with rocky hillsides and sparse vegetation.,Spain,Sunny,Afternoon,Summer,Sightseeing,Excitement
https://www.worldisbeautiful.eu/up_files/62-pieniny.jpg,River gorge in the Pieniny range with limestone walls and forested banks.,Poland,Not Clear,Not Clear,Summer,Hiking,Adventure
https://www.worldisbeautiful.eu/up_files/180_01-costa-teguise-morning.jpg,Beachfront at Costa Teguise in North Lanzarote with soft morning light on the shore.,Spain,Sunny,Morning,Summer,Relaxing,Happiness
https://www.worldisbeautiful.eu/up_files/539_01-Dolina-Koscieliska.jpg,Valley scene in Dolina Koscieliska with alpine meadows and surrounding peaks.,Poland,Sunny,Afternoon,Summer,Hiking,Adventure
https://www.worldisbeautiful.eu/up_files/724_Bystrzyca-Klodzka.jpg,River and hills near Bystrzyca Klodzka with tree-lined banks and a quiet flow.,Poland,Not Clear,Not Clear,Not Clear,Relaxing,Melancholy
