Image URL,Description,Country,Weather,Time of Day,Season,Activity,Mood/Emotion
https://media.istockphoto.com/id/697709732/photo/dome-of-the-rock-in-jerusalem.jpg?s=612x612&w=0&k=20&c=PFlQaWYskd6H5E4ETPffih8LyMSGRgvqJwNCDH3NWwQ=,"I chose Dome of the Rock because it is holy and in my heart. I feel natural love and longing to visit it, even though occupation stops us.",Palestine,Sunny,Morning,Spring,Worship,Nostalgia
https://cdn.wallpapersafari.com/6/96/1Gm7gO.jpg,"I chose the Eiffel Tower because it’s iconic and full of charm. The lights at night make me feel excited to explore.",France,Cloudy,Evening,Fall,Sightseeing,Excitement
https://seattleballooning.com/wp-content/uploads/2023/04/cappadocia-balloon-ride-turkey-1.jpg,"I chose Cappadocia because the hot air balloons at sunrise look magical. I dream of being there, feeling free in the sky.",Turkey,Sunny,Morning,Summer,Sightseeing,Adventure
https://images.unsplash.com/photo-1624138784614-87fd1b6528f8?w=1200,"I chose Sydney because it feels alive and full of energy. The mix of water, buildings, and landmarks makes me want to discover more.",Australia,Sunny,Afternoon,Summer,Sightseeing,Excitement
https://static.hiamag.com/styles/autox754/public/article/08/05/2018/6810356-1452111615.jpg,"I chose Verona because it feels full of history and soul. The river and sunset make me imagine quiet walks and old stories.",Italy,Cloudy,Evening,Fall,Relaxing,Nostalgia
https://media.istockphoto.com/id/2208849369/photo/floral-houses-with-beautiful-colorful-flowers-inside-the-famous.jpg?s=2048x2048&w=is&k=20&c=aSz7dGuH1GYSAQUkSvDDeZUCjSqAQU_6iOPDOYOdPeA=,"I chose Dubai Miracle Garden because it looks like a fairytale. The flower houses and colors are creative and peaceful.",United Arab Emirates,Sunny,Afternoon,Spring,Relaxing,Happiness
https://media.istockphoto.com/id/1348963437/photo/foot-path-to-jetty.jpg?s=612x612&w=0&k=20&c=VnTGkFS2_sw5cxwlVP4dRny7ghU88fK2vPwsMBt26zU=,"I chose the Maldives because the sea and wooden path make me feel calm. It looks like the perfect escape to rest and breathe.",Maldives,Sunny,Afternoon,Summer,Relaxing,Happiness
https://media.istockphoto.com/id/511977279/photo/lakeside-village-of-hallstatt-in-austria.jpg?s=612x612&w=0&k=20&c=YXpPCIC2zLoAdwvvkKy6tTzZoQVTMWXGPcdWJnobakE=,"I chose Hallstatt because it looks peaceful and quiet. The lake and mountains make me feel like I’m in a storybook.",Austria,Cloudy,Morning,Spring,Relaxing,Curiosity
https://www.agoda.com/wp-content/uploads/2019/12/Peterhof-Grand-Palace-things-to-do-in-St.-Petersburg-Russia.jpg,"I chose Peterhof Palace because it looks royal and full of history. The fountains and gold statues make me feel amazed.",Russia,Sunny,Afternoon,Summer,Sightseeing,Curiosity
https://www.123viajando.com/francia/museo-del-louvre/img/museo-del-louvre-featured_hu93327685eb91d198d35594264fd0a107_615463_1440x810_fill_q92_lanczos_center.jpg,"I chose the Louvre Museum because it mixes history and art. The sunset and quiet view make me feel calm and inspired.",France,Cloudy,Evening,Fall,Sightseeing,Curiosity

