Image URL,Description,Country,Weather,Time of Day,Season,Activity,Mood/Emotion
https://i.ibb.co/FM248qQ/Maldives.jpg,"A clear aerial view of a Maldives island featuring a white sandy beach, turquoise water, palm trees, and a seaplane parked on the shore. This image represents the peaceful tropical beauty of the Maldives.",Maldives,Sunny,Afternoon,Summer,Relaxing,Happiness
https://i.ibb.co/jkd1nBNr/stanbul-T-rkiye.jpg,"A stunning sunset view of the Maiden’s Tower in Istanbul, illuminated warmly as the city skyline glows behind it. The vibrant sky blends orange and blue, creating a magical atmosphere over the Bosphorus.",Turkey,Not Clear,Evening,Fall,Sightseeing,Romance
https://i.ibb.co/jv6gjjby/Himalayas-Nepal.jpg,"Trekkers hiking through the rocky trails of the Everest region in the Himalayas, surrounded by dramatic mountain landscapes and clear blue skies. The snowy peaks create a breathtaking, adventurous atmosphere.",Nepal,Sunny,Morning,Fall,Hiking,Adventure
https://i.ibb.co/SDjM9FJZ/Switzerland.jpg,"A stunning alpine landscape in Switzerland with bright green hills, a peaceful lake, wooden cabins, and towering snow-covered peaks under a clear blue sky. A postcard-perfect mountain view.",Switzerland,Sunny,Afternoon,Summer,Sightseeing,Happiness
https://i.ibb.co/FkmsyX2S/Tokyo-Japan.jpg,"A vibrant night scene in Kabukichō, Tokyo, filled with colorful neon lights, busy crosswalks, and lively crowds. The illuminated buildings highlight the energetic nightlife of Japan's capital.",Japan,Not Clear,Evening,Not Clear,Sightseeing,Excitement
https://i.ibb.co/PZ0pQ0S7/Texas.jpg,"A peaceful desert highway in Texas leading toward rugged, sunlit mountains. The warm evening light casts dramatic shadows across the rocky landscape, capturing the quiet beauty of the American Southwest.",USA,Sunny,Evening,Fall,No activity,Nostalgia
https://i.ibb.co/zVHFVpvV/Egypt.jpg,"A breathtaking sunset scene at the Pyramids of Giza featuring camel riders crossing the desert as the warm sun casts dramatic shadows. The silhouettes of the ancient pyramids create a timeless and adventurous atmosphere.",Egypt,Sunny,Evening,Not Clear,Sightseeing,Adventure
https://i.ibb.co/Qv3fvjts/France-Paris.jpg,"A picturesque Parisian street leading to the Eiffel Tower at sunset, with warm light reflecting off historic buildings and cobblestone streets. The soft sky colors highlight the romantic charm of Paris.",France,Sunny,Evening,Fall,Sightseeing,Romance
https://i.ibb.co/N6sbK2Vm/Rio-de-Janeiro-RJ-Brasil.jpg,"A golden sunset at Ipanema Beach in Rio de Janeiro, with surfboards in the sand and people enjoying the lively beachfront. The iconic Dois Irmãos mountains create a perfect blend of nature, surf culture, and Brazilian energy.",Brazil,Sunny,Evening,Summer,Relaxing,Happiness
https://i.ibb.co/rfpjJ6Hw/The-Great-Wall-of-China.jpg,"A majestic view of the Great Wall of China winding across lush green mountains under a dramatic cloudy sky. The ancient stone towers and pathways highlight the vast scale and historical significance of this landmark.",China,Cloudy,Afternoon,Summer,Sightseeing,Curiosity
