Image URL,Description,Country,Weather,Time of Day,Season,Activity,Mood/Emotion
https://i.postimg.cc/zGY1M8M5/Moscow-City-in-Winter-Evening-Skyscrapers.jpg,"A view of Moscow City’s skyscrapers during winter, showing modern towers surrounded by snow and cold atmosphere.",Russia,Snowy,Evening,Winter,Sightseeing,Curiosity
https://i.postimg.cc/8z7th6w7/Amsterdam-Netherlands.jpg,"A classic Amsterdam canal view with bicycles and historic buildings, chosen for its peaceful European charm.",Netherlands,Cloudy,Afternoon,Spring,Sightseeing,Nostalgia
https://i.postimg.cc/7Ly0fGWB/download.jpg,"A beautiful view of Barcelona’s coastline with the city and beach atmosphere, chosen for its lively Mediterranean vibe.",Spain,Sunny,Afternoon,Summer,Relaxing,Happiness
https://i.postimg.cc/cLf8y1L5/download-1.jpg,"A scenic view of Istanbul with historic architecture and the Bosphorus, chosen for its rich cultural atmosphere.",Turkey,Sunny,Evening,Summer,Sightseeing,Curiosity
https://i.postimg.cc/cHLKnQMR/download-2.jpg,"A vibrant cityscape of Seoul with tall modern buildings and colorful lights, chosen for its energetic urban atmosphere.",South Korea,Clear,Evening,Fall,Sightseeing,Excitement
https://i.postimg.cc/6QYqt8Jt/download-3.jpg,"A stunning view of Norway’s mountains and icy waters, chosen for its peaceful and dramatic natural beauty.",Norway,Snowy,Morning,Winter,Hiking,Adventure
https://i.postimg.cc/jSvndgyd/Fushimi-Inari-Shrine-Your-Kyoto-Adventure-Guide.jpg,"The famous Fushimi Inari Shrine with its iconic red torii gates, chosen for its cultural and spiritual significance.",Japan,Sunny,Morning,Spring,Sightseeing,Curiosity
https://i.postimg.cc/hv9fFpSQ/image.png,"A dramatic mountainous landscape in Dagestan with steep cliffs and greenery, chosen for its breathtaking natural scenery.",Russia,Cloudy,Afternoon,Summer,Hiking,Adventure
https://i.postimg.cc/GmT6bNW7/Screenshot-2025-12-04-221409.png,"A vast icy landscape of Greenland with glaciers and snow, chosen for its serene and remote arctic beauty.",Greenland,Snowy,Morning,Winter,Hiking,Melancholy
https://i.postimg.cc/m2t5SJ2V/image3.png,"A rugged mountainous landscape in Afghanistan, chosen for its dramatic terrain and natural beauty.",Afghanistan,Sunny,Afternoon,Summer,Hiking,Adventure
