Image URL,Description,Country,Weather,Time of Day,Season,Activity,Mood/Emotion
https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Jerusalem_Dome_of_the_rock_BW_14.JPG/1280px-Jerusalem_Dome_of_the_rock_BW_14.JPG,A view of the Dome of the Rock with the Church of the Holy Sepulchre behind it.,Jerusalem,Sunny,Afternoon,Summer,Sightseeing,Calm
https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Tokyo_Tower_2023.jpg/960px-Tokyo_Tower_2023.jpg,Tokyo Tower standing above the city.,Tokyo/Japan,Sunny,Afternoon,Spring,Sightseeing,Curiosity
https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/The_Sultan_Mosque_at_Kampong_Glam%2C_Singapore_%288125148933%29.jpg/1280px-The_Sultan_Mosque_at_Kampong_Glam%2C_Singapore_%288125148933%29.jpg,Masjid Sultan — a beautiful mosque known for its golden dome and historic charm.,Singapore,Not Clear,Afternoon,Not Clear,Sightseeing,Calm
https://cdn.airalo.com/images/b398d414-9694-4dab-b715-b03d92d63eb2.png,A peaceful nature view with green valleys and mountains,Switzerland,Cloudy,Afternoon,Spring,Relaxing,Happiness
https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Como_and_its_lake.jpg/2560px-Como_and_its_lake.jpg,"A scenic view of Como city from Baradello Castle, overlooking the lake and surrounding hills.",Italy,Clear,Afternoon,Spring,Sightseeing,Happiness
https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Male-total.jpg/1280px-Male-total.jpg,"A view of Malé, the capital of the Maldives, known for its colorful buildings and island atmosphere.",Maldives,Sunny,Afternoon,Spring,Sightseeing,Adventure
https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/All_Gizah_Pyramids.jpg/1280px-All_Gizah_Pyramids.jpg,The Pyramids of Giza in Egypt — one of the world’s most iconic ancient landmarks.,Egypt,Sunny,Afternoon,Summer,Sightseeing,Adventure
https://upload.wikimedia.org/wikipedia/commons/0/08/Tadrart_Rouge.jpg,"The red desert dunes of Djanet, Algeria — a stunning natural landscape with warm desert colors.",Algeria,Sunny,Afternoon,Not Clear,Exploring,Adventure
https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Aurora_borealis_over_Eielson_Air_Force_Base%2C_Alaska.jpg/1280px-Aurora_borealis_over_Eielson_Air_Force_Base%2C_Alaska.jpg ,The Northern Lights glowing above Bear Lake at Eielson Air Force Base in Alaska.,"North Pole, Alaska",Cloudy,Evening,Winter,Sightseeing,Curiosity
https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/United_States_-_California_-_Sequoia_National_Park_-_09.jpg/1280px-United_States_-_California_-_Sequoia_National_Park_-_09.jpg,"The Giant Forest in California, home to massive sequoia trees and one of the most impressive natural landscapes.","California, USA",Sunny,Afternoon,Not Clear,Exploring,Curiosity
