Image URL,Description,Country,Weather,Time of Day,Season,Activity,Mood/Emotion
https://images.pexels.com/photos/11049056/pexels-photo-11049056.jpeg,"A view of the Court of the Lions in the Alhambra Palace in Granada, showing detailed Islamic arches and a marble fountain with lion statues.",Spain,Sunny,Afternoon,Summer,Sightseeing,Curiosity
https://images.pexels.com/photos/15890763/pexels-photo-15890763.jpeg,"Old stone ruins from the Angkor temple area in Cambodia, with carved walls and tall temple buildings in bright sunlight.",Cambodia,Sunny,Afternoon,Summer,Sightseeing,Adventure
https://images.pexels.com/photos/3021382/pexels-photo-3021382.jpeg,"A wide view of the Colosseum in Rome during sunset, with warm golden light illuminating the ancient stone arches.",Italy,Sunny,Evening,Fall,Sightseeing,impressed
https://images.pexels.com/photos/161950/skogafoss-waterfall-dinamet7-water-161950.jpeg,"A strong view of the Skógafoss waterfall in Iceland, with green cliffs around it and mist rising from the falling water.",Iceland,Sunny,Afternoon,Summer,Sightseeing,Adventure
https://images.pexels.com/photos/11696778/pexels-photo-11696778.jpeg,"A panoramic view of the Old City of Jerusalem, featuring the Al-Aqsa Mosque, the golden Dome of the Rock, and the historic stone walls with the modern skyline in the background.",Palestine,Sunny,Afternoon,Spring,Sightseeing,Curiosity
https://images.pexels.com/photos/14451425/pexels-photo-14451425.jpeg,"A vibrant scene at the Izmir Clock Tower in Konak Square, with palm trees, pigeons, and people enjoying the sunny day around the historic landmark.",Turkey,Sunny,Afternoon,Summer,Sightseeing,Happiness
https://images.pexels.com/photos/48178/mountains-ice-bergs-antarctica-berg-48178.jpeg,"A strong view of Antarctica’s icy mountains rising above the cold ocean, with snowy peaks, glaciers, and pieces of ice floating on the water.",Antarctica,Cloudy,Afternoon,Summer,Sightseeing,Adventure
https://images.pexels.com/photos/3067621/pexels-photo-3067621.jpeg,"Ulun Danu Beratan Temple in Bali, built on small islands on Lake Beratan, surrounded by calm water and green mountains.",Indonesia,Cloudy,Afternoon,Not Clear,Sightseeing,Peacefulness
https://images.pexels.com/photos/1737957/pexels-photo-1737957.jpeg,"A busy night scene in Times Square in New York City, with bright signs, yellow taxis, and many people walking on the lit-up streets.",USA,Not Clear,Evening,Not Clear,Sightseeing,Excitement
https://images.pexels.com/photos/338454/pexels-photo-338454.jpeg,"A clear daytime view of Big Ben and the Palace of Westminster in London, with people and cars crossing Westminster Bridge under a bright blue sky.",United Kingdom,Sunny,Afternoon,Summer,Sightseeing,Curiosity
