Image URL,Description,Country,Weather,Time of Day,Season,Activity,Mood/Emotion
https://www.britannica.com/topic/Colosseum#/media/1/126613/213168,"The Colosseum in Rome on a bright day. I have been there before, but I would love to go again to walk around the ancient arena and feel the history.",Italy,Sunny,Afternoon,Summer,Sightseeing,Nostalgia
https://media.worldnomads.com/travel-safety/switzerland/lauterbrunnen-valley-switzerland-gettyimages-1024638132.jpg,"Lauterbrunnen Valley in Switzerland with steep cliffs, waterfalls, and green meadows. I have visited Switzerland before, but I want to go back and hike in views like this again.",Switzerland,Sunny,Morning,Summer,Hiking,Happiness
https://images.travelandleisureasia.com/wp-content/uploads/sites/2/2024/02/15094015/kirkjufell.jpeg,"Kirkjufell mountain and the nearby water in Iceland, with soft light and dramatic clouds that make it look like a fantasy landscape.",Iceland,Cloudy,Afternoon,Summer,Sightseeing,Adventure
https://www.globalconstructionreview.com/wp-content/uploads/2023/12/esport1.jpg,"Concept image of a futuristic esports and gaming arena in Saudi Arabia, with colorful lights and a modern design that feels like a real-life gaming hub.",Saudi Arabia,Not Clear,Evening,Not Clear,Gaming and Entertainment,Excitement
https://www.royalcaribbean.com/media-assets/pmc/content/dam/shore-x/santorini-jtr/soc2-pyrgos-village-and-fira-town-with-wine-tasting/stock-photo-fira-town-volcano-sea-santorini_149799614.jpg?w=1440,"View of Santorini in Greece, with white buildings and blue rooftops overlooking the sea and volcano, showing the classic romantic island scenery.",Greece,Sunny,Afternoon,Summer,Sightseeing,Romance
https://content.skyscnr.com/m/568f675d639d94c4/original/malta-sea-pixabay.jpg?resize=1224%3Aauto,"Rocky coastline and blue sea in Malta, with clear water and bright daylight that makes it look like a perfect place to explore and swim.",Malta,Sunny,Afternoon,Summer,Sightseeing,Curiosity
https://www.learnersandmakers.com/wp-content/uploads/2025/01/One-Piece-Statues-Kumamoto-Japan-Luffy.jpg,"Statue of Luffy from One Piece in Kumamoto, Japan, surrounded by greenery. I chose it because I want to visit Japan and see anime and One Piece figures in real life.",Japan,Sunny,Afternoon,Spring,Sightseeing,Excitement
https://i.guim.co.uk/img/static/sys-images/Guardian/Pix/pictures/2015/10/15/1444924070811/a62dee1f-766d-4a1f-afd5-6d0fc138c4db-2060x1236.jpeg?width=700&quality=85&auto=format&fit=max&s=b75e2b604cc7568050681ca1c370b2ed,"Coastal view in Lebanon with the sea, rocks, and city buildings in the distance, showing a mix of nature and urban life.",Lebanon,Sunny,Afternoon,Summer,Sightseeing,Nostalgia
https://www.sunsiyam.com/media/qnfnzgmq/ssiv_general_04.jpg?width=782&height=521&mode=max,"Resort in the Maldives with villas over the water, palm trees, and a calm ocean, looking like the perfect place to relax by the beach.",Maldives,Sunny,Afternoon,Winter,Relaxing,Romance
https://www.discoverhongkong.com/content/dam/dhk/intl/explore/attractions/the-charm-of-the-bright-city/the-charm-of-the-bright-city-1920x1080.jpg,"Hong Kong city skyline at night with bright lights and tall buildings, capturing the feeling of a modern smart city full of energy.",Hong Kong,Not Clear,Evening,Not Clear,Sightseeing,Excitement
