Image URL,Description,Country,Weather,Time of Day,Season,Activity,Mood/Emotion
https://images.pexels.com/photos/2087387/pexels-photo-2087387.jpeg,"A view of Al-Aqsa Mosque in Jerusalem, an important Islamic holy site.",Palestine,Sunny,Morning,Spring,Relaxing,Happiness
https://images.pexels.com/photos/33840568/pexels-photo-33840568.jpeg,"Al-Masjid an-Nabawi in Madinah showing its peaceful courtyard and iconic green dome.",Saudi Arabia,Sunny,Afternoon,Summer,Relaxing,Happiness
https://images.pexels.com/photos/5620451/pexels-photo-5620451.jpeg,"The Holy Kaaba in Mecca surrounded by pilgrims during worship.",Saudi Arabia,Sunny,Evening,Summer,Relaxing,Happiness
https://images.pexels.com/photos/24244141/pexels-photo-24244141.jpeg,"Bosphorus Bridge in Istanbul connecting the European and Asian sides of the city.",Turkey,Sunny,Evening,Spring,Sightseeing,Excitement
https://images.pexels.com/photos/34656945/pexels-photo-34656945.jpeg,"Majestic waterfalls flowing through the Norwegian natural landscape.",Norway,Cloudy,Afternoon,Summer,Hiking,Adventure
https://images.pexels.com/photos/28677183/pexels-photo-28677183.jpeg,"Swiss Alps featuring snowy mountain peaks and green valleys.",Switzerland,Sunny,Morning,Winter,Hiking,Adventure
https://images.pexels.com/photos/3601426/pexels-photo-3601426.jpeg,"Luxury water villas built above turquoise waters in the Maldives.",Maldives,Sunny,Afternoon,Summer,Relaxing,Happiness
https://images.pexels.com/photos/14267612/pexels-photo-14267612.jpeg,"Calm historic streets in Ait Ben Haddou, a traditional Moroccan kasbah village.",Morocco,Sunny,Afternoon,Summer,Sightseeing,Adventure
https://images.pexels.com/photos/27599624/pexels-photo-27599624.jpeg,"A scenic Mediterranean view in Sidi Bou Said village with white and blue houses.",Tunisia,Sunny,Morning,Summer,Sightseeing,Happiness
https://images.pexels.com/photos/34772828/pexels-photo-34772828.jpeg,"A stunning view of the courtyard of the Umayyad Mosque highlighting its ancient Islamic architecture.",Syria,Cloudy,Afternoon,Spring,Sightseeing,Happiness
