Image URL,Description,Country,Weather,Time of Day,Season,Activity,Mood/Emotion
https://www.voyagers.travel/_ipx/w_1200&f_webp&q_85/google/travel-web-app-1.appspot.com/flamelink/media/Machu%20picchu%20-%20Canva%20-%20Petr%20Polak.jpg%3Falt=media,"""wide landscape shot showing the ruins surrounded by the mountains for one of the newest seven wonders of the world""",Peru,sunny,morning,spring,historical sightseeing,curiosity
https://inoldcities.com/wp-content/uploads/2025/08/fresh-snow-in-hallstatt.jpg,"""snowy lakeside village that brings inner peace to the visitor""",Austria,cloudy,afternoon,winter,relaxing,melancholy
https://wallpapercave.com/wp/wp4223740.jpg,"""one of the modern seven wonders of the world, Christ the Redeemer overlooking to the beaches and the city under bright sun",Brazil,sunny,afternoon,summer,scenic viewpoint sightseeing,happiness
https://www.lilysunchinatours.com/Uploads/Editor/2020-12-18/5fdc5f51e9abd.jpg,"""Tall Avatar-style sandstone pillars covered in mist, make you feel like in the movie""",China,cloudy,afternoon,spring,Nature sightseeing,excitement
https://hoiandaytrip.com/wp-content/uploads/2024/11/hoi-an-by-night.jpg,"""lantern-lit city at night with warm colors""",Vietnam,not clear,evening,spring,boat tour,romance
https://media.timeout.com/images/105946468/image.jpg,"""Shibuya Crossing at night with neon light everywhere """,Japan,not clear,evening,fall,city nightlife exploring,excitement
https://c.stocksy.com/a/uf2600/z9/1440254.jpg,"""Horseshoe falls with huge mist cloud and strong water flow """,Canada,sunny,afternoon,winter,Nature sightseeing,advanture
https://inoldcities.com/wp-content/uploads/2025/07/sheep-grazing-at-mont-st-michel.jpg,"""Calm countryside atmposphere where sheeps grazing peacefully in the large grassy field in the foreground while the abbey centered in the middle """,France,cloudy,evening,fall,Countryside sightseeing,advanture
https://www.travelrebels.com/wp-content/uploads/2021/08/Wat-te-doen-op-madeira-1675x1116.jpg,"""a dramatic mountain landscape with a narrow trail running along the ridgeline during a sunrise""",Portugal,sunny,morning,spring,hiking,excitement
https://contentapi-swissactivities.imgix.net/contentapi.swissactivities/robin_ulrich_Qu_Z6k_O_Ae_W2o_unsplash_71ce895cd5.jpg,""" valley with Staubbach waterfall, green fields, Swiss houses and mountains",Switzerland,sunny,afternoon,summer,village exploring,romance
