Image URL,Description,Country,Weather,Time of Day,Season,Activity,Mood/Emotion
https://res.cloudinary.com/icelandtours/g_auto,f_auto,c_auto,w_3840,q_auto:good/northern_lights_above_glacier_lagoon_v2osk_unsplash_7d39ca647f.jpg,"Northern Lights (Aurora Borealis) above glacier lagoon in Iceland. This magnificent natural phenomenon has inspired people for centuries and is definitely worth adding to any bucket list.",Iceland,Not Clear,Evening,Winter,Sightseeing,Adventure
https://cdn.pixabay.com/photo/2010/11/30/egypt-479_960_720.jpg,"The Great Sphinx of Giza, one of the most iconic ancient monuments in Egypt and a testament to ancient Egyptian civilization.",Egypt,Sunny,Afternoon,Summer,Sightseeing,Curiosity
https://cdn.pixabay.com/photo/2014/07/03/17/12/taj-mahal-383088_960_720.jpg,"The Taj Mahal, an ivory-white marble mausoleum in India and one of the Seven Wonders of the World. The weather here is a bit cloudy and the sun is about to fall.",India,Cloudy,Evening,Not Clear,Sightseeing,Adventure
https://media.architecturaldigest.com/photos/67c72014c3438bbaa4320b27/master/w_2048%2Cc_limit/GettyImages-598073336.jpg,"Arashiyama Bamboo Grove in Kyoto, Japan. A forest made up of soaring bamboo stalks that create almost entirely green tunnels with dappled sunlight.",Japan,Sunny,Afternoon,Summer,Sightseeing,Adventure
https://media.architecturaldigest.com/photos/67c721a9b35a51f890d2039d/master/w_2048%2Cc_limit/GettyImages-1301180174.jpg,"Vatnajökull National Park in Iceland, featuring Europe's largest glacier with natural ice sculptures, sapphire-colored icebergs, and blue ice caves.",Iceland,Not Clear,Afternoon,Winter,Sightseeing,Adventure
https://publish.purewow.net/wp-content/uploads/sites/2/2024/02/most-beautiful-places-in-the-world_li-river-china.jpg?fit=1360%2C800,"Li River in Guangxi, southern China, offering 85 kilometers of incredible scenery perfect for river cruises through stunning landscapes.",China,Cloudy,Morning,Spring,Sightseeing,Curiosity
https://publish.purewow.net/wp-content/uploads/sites/2/2024/02/most-beautiful-places-in-the-world_bagan-myanmar.jpg?fit=1360%2C800,"Bagan, Myanmar - an archeological area with more than 2,000 Buddhist temples, pagodas and monuments dating back to the ninth century kingdom of Pagan.",Myanmar,Sunny,Morning,Not Clear,Sightseeing,Curiosity
https://publish.purewow.net/wp-content/uploads/sites/2/2024/02/most-beautiful-places-in-the-world_reine-norway.jpg?fit=1360%2C800,"Reine, a fishing village in Norway's Lofoten Islands above the Arctic Circle with a population of about 300. Perfect place to witness the northern lights.",Norway,Cloudy,Evening,Winter,Relaxing,Nostalgia
https://res.cloudinary.com/aenetworks/image/upload/c_fill,ar_2,w_3840,h_1920,g_auto/dpr_auto/f_auto/q_auto:eco/v1/474461454_ei0ipy?_a=BAVAZGID0,"Machu Picchu, Peru - one of the new seven wonders of the world. A dramatic citadel of stone discovered by Hiram Bingham in 1911, built in the center of a sacred landscape.",Peru,Cloudy,Morning,Summer,Sightseeing,Excitement
https://www.explore.com/img/gallery/50-of-the-most-mesmerizing-places-on-earth/waitomo-glowworm-caves-new-zealand-1667492436.webp,"Waitomo Glowworm Caves on New Zealand's North Island, illuminated by thousands of bioluminescent glowworms creating the illusion of a starry sky overhead.",New Zealand,Not Clear,Evening,Not Clear,Sightseeing,Adventure
