Image URL,Description,Country,Weather,Time of Day,Season,Activity,Mood/Emotion
https://images.unsplash.com/photo-1493976040374-85c8e12f0c0e,"A traditional street in Kyoto with wooden houses,I chose this place because it shows the calm and historical beauty of Japan.",Japan,Sunny,Evening,Fall,Sightseeing,Nostalgia
https://images.unsplash.com/photo-1596240748549-6ec0f32d4c95,"A scenic view of Osaka Castle surrounded by greenery and a bridge,chose it because of the stunning architecture.",Japan,Sunny,Morning,Spring,Sightseeing,Nostalgia
https://www.environmentaltrekking.com/public/uploads/mount-everest-expedition-a.jpg,People climbing Mount Everest; chose it because I enjoy the thrill of adventure and hiking.,Nepal,Sunny,Morning,Winter,Hiking,Adventure
https://images.pexels.com/photos/5425008/pexels-photo-5425008.jpeg,"Northern Lights in iceland. The vibrant green aurora stretches across the night sky,chose it for the stunning view.",Iceland,Not Clear,Evening,Winter,None,Happiness
https://images.pexels.com/photos/4275885/pexels-photo-4275885.jpeg,"The Alps mountain range in germany is one of the most beautiful sights to see, chosen for its stunning views and calming natural atmosphere.",Germany,Sunny,Afternoon,Spring,None,Happiness
https://images.pexels.com/photos/34958801/pexels-photo-34958801.jpeg,"Nara Park, known for its beautiful scenery and the friendly deer you can feed, was chosen for its uniqueness and view.",Japan,Cloudy,Afternoon,Fall,Relaxing,Curiosity
https://images.pexels.com/photos/2016572/pexels-photo-2016572.jpeg,"Skiing in the snow-covered mountains is one of the most fun activities to do, chosen because it’s exciting and refreshing.",Sweden,Sunny,Morning,Winter,Skiing,Adventure
https://images.pexels.com/photos/3046582/pexels-photo-3046582.jpeg,"Scuba diving in Australia is an amazing experience, chosen for its clear waters, beautiful marine life, and the sense of peace it brings underwater.",Australia,Sunny,Morning,Summer,Scuba Diving,Adventure
https://images.pexels.com/photos/7637712/pexels-photo-7637712.jpeg,"Skydiving over Brazil offers breathtaking views of its landscapes from beaches to forests while giving a rush of adrenaline. I chose this activity because it is thrilling, fun, and incredibly freeing.",Brazil,Sunny,Evening,Not Clear,SkyDiving,Adventure
https://images.pexels.com/photos/1430676/pexels-photo-1430676.jpeg,"Jet skiing in the Maldives is an exciting and refreshing activity, chosen for its beautiful blue waters and thrilling experience.",Maldives,Sunny,Morning,Summer,Jet skiing,Adventure
